#separator:comma
#html:false
#deck:JLPT N1 Vocabulary
#notetype:Basic
#tags column:3
緩和,"alleviation; mitigation
かんわ · kanwa

規制を緩和する。
Ease the regulations.",n1
抑制,"suppression; restraint
よくせい · yokusei

物価上昇を抑制する。
Curb inflation.",n1
破棄,"annulment; discard
はき · haki

契約を破棄する。
Annul the contract.",n1
破綻,"collapse; bankruptcy
はたん · hatan

計画が破綻した。
The plan collapsed.",n1
合併,"merger
がっぺい · gappei

二社が合併する。
Two companies merge.",n1
施行,"enforcement; implementation (of a law)
しこう · shikou

新法が施行される。
The new law is enforced.",n1
是正,"correction; rectification
ぜせい · zesei

不公平を是正する。
Correct the unfairness.",n1
遵守,"compliance; observance
じゅんしゅ · junshu

規則を遵守する。
Comply with the rules.",n1
閲覧,"browsing; perusal
えつらん · etsuran

資料を閲覧する。
Browse the materials.",n1
融合,"fusion; integration
ゆうごう · yuugou

文化の融合を目指す。
Aim to integrate cultures.",n1
掲載,"publication; posting
けいさい · keisai

結果を掲載する。
Publish the results.",n1
刊行,"publication
かんこう · kankou

年鑑を刊行する。
Publish the yearbook.",n1
追悼,"mourning; memorial
ついとう · tsuitou

犠牲者を追悼する。
Mourn the victims.",n1
避難,"evacuation; taking shelter
ひなん · hinan

高台へ避難する。
Evacuate to higher ground.",n1
撤回,"retraction; withdrawal
てっかい · tekkai

発言を撤回する。
Withdraw the remark.",n1
貢献,"contribution
こうけん · kouken

地域社会に貢献する。
Contribute to the local community.",n1
還元,"returning (benefit); reduction
かんげん · kangen

利益を還元する。
Return profits.",n1
波及,"spread; ripple effect
はきゅう · hakyuu

影響が波及する。
The impact spreads.",n1
精査,"close examination
せいさ · seisa

契約内容を精査する。
Closely examine the contract.",n1
是非,"pros and cons
ぜひ · zehi

是非を検討する。
Consider the pros and cons.",n1
顕著,"remarkable; striking
けんちょ · kencho

顕著な改善が見られる。
Noticeable improvement is observed.",n1
懸念,"concern; apprehension
けねん · kenen

影響について懸念がある。
There are concerns about the impact.",n1
妥結,"settlement; agreement
だけつ · daketsu

交渉が妥結した。
Negotiations reached a settlement.",n1
踏襲,"following; adherence
とうしゅう · toushuu

方針を踏襲する。
Adhere to the policy.",n1
弊害,"harmful effect
へいがい · heigai

過度な干渉の弊害。
Harmful effects of excessive interference.",n1
即応,"prompt response
そくおう · sokuou

緊急事態に即応する。
Respond promptly to an emergency.",n1
精通,"being well versed
せいつう · seitsuu

法律に精通している。
He is well versed in the law.",n1
周知,"public notice; making known
しゅうち · shuuchi

手順を周知する。
Make the procedures known to all.",n1
遺憾,"regrettable
いかん · ikan

遺憾の意を表する。
Express regret.",n1
遡及,"retroactive effect
そっきゅう · sokkyuu

遡及して適用する。
Apply retroactively.",n1
希求,"aspiration; desire
ききゅう · kikyuu

平和を希求する。
Aspire to peace.",n1
忌避,"evasion; avoidance
きひ · kihi

責任の忌避。
Evasion of responsibility.",n1
兆候,"sign; indication
ちょうこう · choukou

回復の兆候が見える。
Signs of recovery are visible.",n1
訴求,"appeal (to)
そきゅう · sokyuu

若者への訴求力が高い。
It strongly appeals to the young.",n1
窮地,"predicament
きゅうち · kyuuchi

窮地に追い込まれる。
Be driven into a predicament.",n1
挽回,"recovery; redemption
ばんかい · bankai

失点を挽回する。
Make up for lost points.",n1
内包,"inclusion; containment
ないほう · naihou

多様性を内包する。
Embrace diversity.",n1
免除,"exemption
めんじょ · menjo

税の免除を受ける。
Receive a tax exemption.",n1
罰則,"penalty provisions
ばっそく · bassoku

違反に罰則を設ける。
Impose penalties for violations.",n1
審査,"screening; examination
しんさ · shinsa

審査に通過した。
Passed the screening.",n1
監督,"supervision
かんとく · kantoku

作業を監督する。
Supervise the work.",n1
指針,"guideline
ししん · shishin

指針を策定する。
Formulate guidelines.",n1
概要,"overview
がいよう · gaiyou

計画の概要を説明する。
Explain an overview of the plan.",n1
詳細,"details
しょうさい · shousai

詳細を詰める。
Work out the details.",n1
抜粋,"excerpt
ばっすい · bassui

資料から抜粋する。
Excerpt from the materials.",n1
添付,"attachment
てんぷ · tenpu

資料を添付する。
Attach the materials.",n1
照会,"inquiry; reference
しょうかい · shoukai

金融機関に照会する。
Make an inquiry to the bank.",n1
追記,"postscript; addendum
ついき · tsuiki

注意点を追記した。
Added a note.",n1
改稿,"revision of a draft
かいこう · kaikou

原稿を改稿する。
Revise the manuscript.",n1
校閲,"proofreading
こうえつ · kouetsu

原稿を校閲する。
Proofread the manuscript.",n1
承継,"succession
しょうけい · shoukei

事業を承継する。
Succeed the business.",n1
継承,"inheritance; succession
けいしょう · keishou

技術を継承する。
Pass down the techniques.",n1
包括,"comprehensive; inclusive
ほうかつ · houkatsu

包括的な対応。
A comprehensive response.",n1
排除,"exclusion; removal
はいじょ · haijo

障害を排除する。
Eliminate obstacles.",n1
包容,"embrace; tolerance
ほうよう · houyou

包容力のある組織。
An organization with tolerance.",n1
