#separator:comma
#html:false
#deck:JLPT N2 Vocabulary
#notetype:Basic
#tags column:3
一般,"general; common
いっぱん · ippan

これは一般的な方法だ。
This is a common method.",n2
応募,"application (for a job, etc.)
おうぼ · oubo

求人に応募する。
Apply for the job.",n2
改善,"improvement
かいぜん · kaizen

品質を改善する。
Improve quality.",n2
作曲,"composition (music)
さっきょく · sakkyoku

映画音楽を作曲する。
Compose film music.",n2
指導,"guidance; coaching
しどう · shidou

新人を指導する。
Coach the new employees.",n2
許可,"permission
きょか · kyoka

撮影には許可が必要だ。
Permission is required for photography.",n2
対策,"countermeasure
たいさく · taisaku

事故防止の対策を講じる。
Take measures to prevent accidents.",n2
検討,"consideration; review
けんとう · kentou

新しい案を検討する。
Consider a new proposal.",n2
実施,"implementation
じっし · jisshi

調査を実施する。
Conduct a survey.",n2
企画,"planning; project
きかく · kikaku

イベントを企画する。
Plan an event.",n2
導入,"introduction; adoption
どうにゅう · dounyuu

新システムを導入する。
Introduce a new system.",n2
改良,"improvement
かいりょう · kairyou

製品を改良する。
Improve the product.",n2
改訂,"revision
かいてい · kaitei

マニュアルを改訂する。
Revise the manual.",n2
収益,"revenue; earnings
しゅうえき · shuueki

収益を最大化する。
Maximize revenue.",n2
指摘,"pointing out
してき · shiteki

問題点を指摘された。
The issues were pointed out.",n2
運営,"operation; management
うんえい · unei

施設を運営する。
Operate the facility.",n2
拡大,"expansion
かくだい · kakudai

事業を拡大する。
Expand the business.",n2
縮小,"reduction; downsizing
しゅくしょう · shukushou

規模を縮小する。
Downsize the scale.",n2
移行,"migration; transition
いこう · ikou

新システムへの移行。
Migration to the new system.",n2
合意,"agreement; consensus
ごうい · goui

双方が合意に達した。
Both sides reached an agreement.",n2
発表,"announcement; presentation
はっぴょう · happyou

結果を発表する。
Announce the results.",n2
算出,"calculation; estimation
さんしゅつ · sanshutsu

コストを算出する。
Calculate the cost.",n2
指示,"instruction; direction
しじ · shiji

上司の指示に従う。
Follow the boss's instructions.",n2
把握,"grasp; understanding
はあく · haaku

現状を把握する。
Grasp the current situation.",n2
改善策,"improvement measures
かいぜんさく · kaizensaku

改善策を講じる。
Take improvement measures.",n2
検証,"verification; validation
けんしょう · kenshou

仮説を検証する。
Verify the hypothesis.",n2
分析,"analysis
ぶんせき · bunseki

データを分析する。
Analyze the data.",n2
達成,"achievement
たっせい · tassei

目標を達成する。
Achieve a goal.",n2
強化,"strengthening
きょうか · kyouka

セキュリティを強化する。
Strengthen security.",n2
維持,"maintenance; retention
いじ · iji

品質を維持する。
Maintain quality.",n2
確保,"secure; ensure
かくほ · kakuho

人員を確保する。
Secure personnel.",n2
適用,"application (apply a rule)
てきよう · tekiyou

規約を適用する。
Apply the rules.",n2
見直し,"review; reconsideration
みなおし · minaoshi

運用を見直す。
Review the operations.",n2
見込み,"prospect; forecast
みこみ · mikomi

来期の売上見込み。
Sales forecast for next term.",n2
実現,"realization
じつげん · jitsugen

計画を実現する。
Realize the plan.",n2
連携,"collaboration; linkage
れんけい · renkei

他社と連携する。
Collaborate with other companies.",n2
促進,"promotion; acceleration
そくしん · sokushin

普及を促進する。
Promote adoption.",n2
低下,"decline; decrease
ていか · teika

品質が低下した。
Quality declined.",n2
上昇,"rise; increase
じょうしょう · joushou

物価が上昇している。
Prices are rising.",n2
変動,"fluctuation
へんどう · hendou

為替が変動する。
Exchange rates fluctuate.",n2
安定,"stability
あんてい · antei

供給が安定した。
Supply stabilized.",n2
競合,"competition; competitor
きょうごう · kyougou

競合と差別化する。
Differentiate from competitors.",n2
協調,"coordination; cooperation
きょうちょう · kyouchou

協調して課題に取り組む。
Work together on the issue.",n2
需要予測,"demand forecast
じゅようよそく · juyou yosoku

需要予測を見直す。
Review the demand forecast.",n2
成長,"growth
せいちょう · seichou

市場が成長している。
The market is growing.",n2
予測,"prediction; forecast
よそく · yosoku

売上を予測する。
Forecast sales.",n2
調達,"procurement
ちょうたつ · choutatsu

部品を調達する。
Procure parts.",n2
物流,"logistics
ぶつりゅう · butsuryuu

物流コストを削減する。
Reduce logistics costs.",n2
供給網,"supply chain
きょうきゅうもう · kyoukyuu mou

供給網を強化する。
Strengthen the supply chain.",n2
対応,"response; handling
たいおう · taiou

迅速に対応する。
Respond quickly.",n2
事例,"case; example
じれい · jirei

事例を共有する。
Share case studies.",n2
傾向,"trend; tendency
けいこう · keikou

消費の傾向が変わる。
Consumption trends change.",n2
要因,"factor
よういん · youin

成功の要因を分析する。
Analyze the factors of success.",n2
課題,"issue; challenge
かだい · kadai

課題を明確にする。
Clarify the issues.",n2
施策,"measure; policy
しさく · shisaku

施策を打ち出す。
Announce measures.",n2
方針,"policy; direction
ほうしん · houshin

方針を決定する。
Decide the policy.",n2
戦略,"strategy
せんりゃく · senryaku

新たな戦略を策定する。
Formulate a new strategy.",n2
目標,"goal; target
もくひょう · mokuhyou

目標を設定する。
Set a goal.",n2
指標,"index; indicator
しひょう · shihyou

重要指標を監視する。
Monitor key indicators.",n2
進捗,"progress
しんちょく · shinchoku

進捗を報告する。
Report progress.",n2
前倒し,"move up (schedule)
まえだおし · mae daoshi

納期を前倒しする。
Move up the delivery date.",n2
後倒し,"postpone (schedule)
あとだおし · ato daoshi

会議を後倒しする。
Postpone the meeting.",n2
日程,"schedule
にってい · nittei

日程を調整する。
Adjust the schedule.",n2
配置,"placement
はいち · haichi

人員を適切に配置する。
Place personnel appropriately.",n2
配属,"assignment (to a unit)
はいぞく · haizoku

新入社員を配属する。
Assign the new employees.",n2
異動,"transfer (personnel)
いどう · idou

来月異動になる。
I'll be transferred next month.",n2
兼務,"concurrent post
けんむ · kenmu

営業を兼務する。
Hold sales concurrently.",n2
勤務,"work; duty
きんむ · kinmu

夜間勤務がある。
There is night duty.",n2
休暇,"vacation; leave
きゅうか · kyuuka

有給休暇を取る。
Take paid leave.",n2
